id,google_place_id,name,types,rating,latitude,longitude,formatted_address,formatted_phone_number,website,research_notes,research_status,research_last_attempted,research_attempts,location_id,is_featured,display_order,photo_reference
7,ChIJdwyUoizhjYARrPYnjs8jsyE,The Lodge at Pebble Beach,lodging|point_of_interest|establishment,4.8,36.5685457,-121.9503612,"1700 17 Mile Drive, Pebble Beach",,,,completed,,0,1,false,,AeeoHcKV5dI1VVsq5a-dqIx35ZR8ggk9SciS0zNKY97Mj_elajLa_cIXBbys7ARYv12j4chihRePAMnD-1k1tnYC0wxbWuxTqHQ_YtA-X6v36C2Ot5VV7uBqX-m0LmLQIZE8gtCopsJ6xmnCCPoRd_v-v4cc_ZlgU4VD2w8TkaQJHa5yxXoZ_4CMGaePZmAqLgP3VXSG8spvoik_xxHPr6-yHEDZytckQt1Br_hG6mevqvohUaeGqMUQ0MA6KRTWVougbWtJQrT7a4TeB90fyy_fWxMfbT3EeQ2tnw-tINMPhcajOpBUf63lun8Hn_K0dl4FRfiStfbne8s
8,ChIJ52BgeCLnjYARMD8PdzkAi4A,Spyglass Hill Golf Course,lodging|point_of_interest|establishment,4.8,36.5823625,-121.9582542,"3206 Stevenson Drive, Pebble Beach",,,,completed,,0,1,false,,AeeoHcK8v4N5uDB2zIjLQHArlS_Cz2zlXnQHOq2-7tnDjKurIuq-RBzEF76klpp1m1tugIPe_44n9Bp24mQQsmTtys-DdDG--SAVNtATUhR3habSRbvSJ66Q8gyGxhsBkSVIsu1sOk8z9bjOWsnlKzqQAmMB124x7ipRAO4UTreDDDEv3dnsUVu6tA0PN_SkYTKtpv_0B3k_RdrQPSCrret1pcAPj9jgH0rQ9JYsJOwKjo2EBrOkLVaHt5vvjuitrBO9QuWx7hT69OIA8d6bYeVMc4IHtGELghKR_bOtKLsVBKeBmldB_KE09CxxaU6Ii2lsUZ98xmV3Vtadv_Oq56OJZ3EqsVZPRU_SZl1ZraAIrAhNGJqHXG-YM1a5H-DY3ObAHwgfE754uk6aH2oefEtsOlBfyFs6tFeMmvO-6MiLttXJtUxi_NS9IXKGdb4wn7h_IbIFr7MqArUjKYfZ-VHDihQnHCKoIj2g6KM4JQqJEwT65407RyBgMqoqd7MD8qZ34uwNMePmZE7QpUFTrMeT7ULXHMXl4kkh2hwGoT7GrTHMscuzzBBpPAurNA7VXwDLWY1OINVRKDj78lLZYMcZiFYUy11pRZ9gAYtTDcO5WOrNSORQlegJcGLK1rJ-Z9ThvudSGw
9,ChIJdYZu-gDnjYARjqanasXFetE,Pebble Beach Golf Links,tourist_attraction|park|lodging|point_of_interest|establishment,4.8,36.5696553,-121.9497555,"1700 17 Mile Drive, Pebble Beach",,,,completed,,0,1,false,,AeeoHcIxV6TRkVQkuwkeQPe6nybxkqUFdbglRZlPhLPaXG6oCTNp_2CgT8xT-Me3perJXkbnuADbjhSixhsAcu1dY0-XJ-HACQhWchZKoOclKSWyvX8NsQFqoPOwFRJIYYQP4lT8MzAAvifAP9Gch3Bgh6aPAQskQcQgn4Wqs2FwQhkImzMUX61PPWEy2ly3HbGRTC72Xe8zAv8I_DKCtlOwG46BJePpvil1JmfDEqEsLwyO-0wwwbUVGdeWkdsFPzr-j_sugwWE6jzhqAd26PtOhEKbE7fEAgFdip46loOSJ3eVZNUNBGHusOKeehSv0xRtSr3mRiwZD7zawBXI5WC9xKiUfcqykcoYIMPP7RQ7BW3MxYPn__0lN_nE2enVKuxBUTT7S1i_MokkVuOKgbY26DLoup2ZUMHhxMmJ8EgNm3obb4SoNM_QytvgEvqJYxGX3YOUPUYkQxvW7Yu2P_WKvdzYFsDSSuG9eNhmq5VBCqi7B00QdfqjJie6Ur_osXMa2Spm6AeToljRmck9TH9hKulw3Bx7TihnIfrXTKBpXqKz8jzsgO8kGjhOpyxjTjWpADbDRH3KxV9WIx4fjKgdlQmHtHYbfdKqRqoBDwTsPeOJeTQdRFl-_tkbzQxwdsRzKn4zdw
10,ChIJyZmVeVeCxFQR2aqkgS4JBKs,Bandon Dunes Golf Resort,lodging|point_of_interest|establishment,4.8,43.1879049,-124.3902942,"57744 Round Lake Rd, Bandon",,,,completed,,0,18,false,,AeeoHcIx0KQLIlEHUvf1p6o2ne9mCeG3wIYLiwJxGv-po8-M8pin4Xe0UDuWWtYVbK6tXj0qAK4Rm5kyLSjvRAjU-t_hMbS51my5hXQ43Jw9j58jXpxLdeZwpiEzxYJLqO1FYTEcyPZq3NxtHlI2Ick7BeD1KESEDkTmzUU5l3QcY5gb4zIiyBE5Ajq_8N9y_LLGnAUpwfLzFOcyU09cS-Xc1hqq83vl6sF5IuF0Yb_DOBapOojA_yJRAEbsciJVc6Qso7GlW0oWh2TWhbjJBRcwGOjsYTuuoQhhYyoFWpMTTszg6kBfVEODsElBet0eL9ynOdh-jkWo5NE
2,ChIJ72RRAeXmjYARbhFqE9eC1Q8,ATM,atm|finance|point_of_interest|establishment,,36.5824349,-121.9384468,"3200 Lopez Road, Pebble Beach",,,,completed,,0,1,false,,
3,ChIJf7XD-f_mjYARDtjUSdbkWuU,Casa Palmero at Pebble Beach,lodging|point_of_interest|establishment,4.9,36.5697343,-121.9471643,"1518 Cypress Drive, Pebble Beach",,,,completed,,0,1,false,,AeeoHcL6d90j1nlAIK_C4jKw4xBrSYjlB2aKq5MRNk-evFFGEcHZuIlX8kyW4Gchi76fs-5ED7RZsGIltPant9bn0GgbH2hdbQuIc2tQJ6wkYG0nh66C94nKkNraEJga2pOIxyQBLu8vcwMmHWooGq1olorGm_5aiO2Zr0mkxAY1y40L_jtAlVT91u8LlkVHiL-8nsKbHLjHIqj3TmYlBCUvFCZl_mww7Jgiid_KkHUJPaEBz8J9ZJxdf9v_LAvszpp-lOyqeEipISrUx6m63K3FDSIiy4-i7vbBMBLuQk9SgHOGQU4YKCu2iWJXG6v7kJ9dxVg1S0XNrtE
4,ChIJvW8bLx7njYAR-_ZPObwtHRU,Church In the Forest,church|tourist_attraction|place_of_worship|point_of_interest|establishment,4.8,36.5825383,-121.9500178,"3152 Forest Lake Road, Pebble Beach",,,,completed,,0,1,false,,
5,ChIJKTBoCODmjYARZVhP5PoAD_Y,Del Monte Forest,locality|political,,36.5863492,-121.9474558,Del Monte Forest,,,,completed,,0,1,false,,
6,ChIJ6bvobWnnjYAR-GbFyAvIjgI,Fairway One at The Lodge,lodging|point_of_interest|establishment,4.9,36.5696202,-121.9497858,"1700 17 Mile Drive, Pebble Beach",,,,completed,,0,1,false,,AeeoHcLWrZtetCH4N_4EHm-MpUrsw6xw42GjK0iEb8-wwECexKFDLbITpKwRgOyl_7mTKk6PJSP0Y9dXQL46mBqxNRkF3OPrMgqLacrQzku6Z4I0lBi55fb4s6fV5Afh2771dnzVHaORPH5VEPd03DIuQTIc4UIqiTMTJ1yY0oQPrRGPwa2EcmP-syyFkiYssfnq6IZ5jYriBbCYu3oGYRaEwr6jcXQuTjzICtBvHUdYn7TuzCpF1wcqyKyXKoUc6V_k7TQTpucpa_s-nsHC3RM40O0A1rpwOa7bCR0ThxQfNKHUbR1-jjjp-Yhn4OiCHBe6rtF-Ln5S6uc
18,ChIJbeP2cxZ6_ogRaJDdNYKek8Q,"Wentworth Mansion, an SLH Hotel",lodging|point_of_interest|establishment,4.8,32.7798744,-79.9398818,"149 Wentworth Street, Charleston",,,,completed,,0,4,false,,AeeoHcIcTvJKm2V8Vs82GkK_mY6OUSEd4rvGKmL9oU9C-gV12BrbxNbPcwzT46DX4ouPGCnW6Qued2zsTLxVsxHuGTe0kESRpA4-QZ-8p7lOYz7r3bBacgzyfAQ0frlmqPziHl79X3o1xmG1yvDr-n6zcIvZBWadLqFkP0HM0FOutFghNPEZCKt1I9eefXZlkvF3GJ7S6hhWhXenh1wQTWg2_j8MLZoJHiKJhF-V0Hu2fNrV-onuoI_wyrtQxX5KfQ8BNcNYt-tfDvzhdffhNiTY_yXF6XrtqfyRs1zKK2fU4THtvDrxcKBsmN8qF49XHL0RBzNcxiGHN9g
20,ChIJTYmoaxJ6_ogR2ulErRQ_2O0,The Charleston Place,lodging|point_of_interest|establishment,4.7,32.781145,-79.93227999999999,"205 Meeting Street, Charleston",,,,completed,,0,4,false,,AeeoHcL7YmdUNTm9_OkgelL3h0wwjtvUBIo5OlN-qnAC3_6M3dFKeo7FlzvEixuxGroRCfJT63kPOAxQQeRioZ1RDh5ptx81ij2-PCRp40-pAPYM1kXu_hLOzwwsrbjKmyqywF83GQPszzRv2LnaGhGdLg_39fBmOOwIyL78wyQub3LCnMu23gOCIV5nsQ6cJ8kQufk7Cv1V_BnladRKx1sFlWl7Anxptius04lyAgiVrjQUj3noEZmN1N8UD5CxRxVqaVNX12YKn1wQmr7Rr8TxMbejPpIf3j4-t79RT-ikk3eU89fx-wr0EpPClQu76dZp6dqxNarOvac
12,ChIJOabkjPhoAIkRs-4a8E0nS1Q,Bluegreen Vacations Seaglass Tower Resort,lodging|point_of_interest|establishment,4.4,33.69562550000001,-78.87567680000001,"1400 North Ocean Boulevard, Myrtle Beach",,,,completed,,0,3,false,,AeeoHcK28Nx9ii1QCt_MmVyA2DZUODUjS0bDHZH0s1CF37glFoB-HL-QN_tEnm4dmR8C0cMoJpRGrjqMHgGnsThqdWTRm3-PQ-wdATppyDuXWDKP6jSXZzCvmnRIXRg8WH9t4-1dyOftyKKHsZnIKtjkmCHnFSj8E1IoEnThcYCCREfpB6ugi8JzW8FaXeoYLkdiC3M3p4b92SlISS82Z2pXKzVbESxJw0F4IKF9pN5BMimrRbWhXJt2S0TtWYvXTDsgekQYTril4QIhqK1a03VpKDQZHyUjh_v9XLU9TZ7_tFUkvJNFnW1IsUYB7GdhwhBPLFd7gC94gI0
13,ChIJdws5gbFpAIkRCFC9le35noI,Sandy Beach Resort,lodging|point_of_interest|establishment,4.2,33.6819648,-78.88929089999999,"201 South Ocean Boulevard, Myrtle Beach",,,,completed,,0,3,false,,AeeoHcJDr8w3mnnxqFopcfo9NMIzXa4OLsPOze_geH0Xe9-sIxE_HdDCr-Q6k4_HzxEaui2HQqjfNvKHpehu6lVCiop8SnfPsdqqPn2TxBBKNtYzUD6k6U440KAiYXrntcoS_byHyoYAxsM3SU_Gqn0zDbh-l840-CjXm44M2rbHRc880cygQ18KK0L9-k5f7kAX9mtwI8_rZGD6430sOmWbTIuXAFNywdVNZIWtbxYq3tylrUmjHR4GF4sMNhYI-5sfhb4p7gAOsN6YKx8Nw4YZCyq1QlGNbdE34X-OzlYXCiJrH4rT49mXj8ogV0rGjUZ_49EqvR382qM
21,ChIJ30Pcpg56_ogR7MJZgeN_T-g,HarbourView Inn,lodging|point_of_interest|establishment,4.7,32.77920079999999,-79.9257978,"2 Vendue Range, Charleston",,,,completed,,0,4,false,,AeeoHcL0Ii6I9LdhtZJyNxLoLn0jS6dKaKvq6d-eRH2GCX9TA6vdBCv846A5NQnonppstC6KgokrPjZKVkWO2jnKUSbJz5DiEa_qILZMcQbuLYRl7yQlSmC4T9VBiwFT69vD-C9Vv-HRkZJQWstsnDa8By07IWOCPMIlpjUtA5gJvJy8NHLHI6cy1qJYAKB9RMh-i0QsdrTLiZl39moIpUTZB-HSKskffSrDxU3Nx5mwju-2nsZzj-YxWXKFvQDx8MqZ6Mbiudbj2uis_j3Bsxaj1zE3fwXJ9LJWTmUStRcKMlE3WCU9s7sOotdwAS72_vcxPpSySCi9BwI
22,ChIJMeLr7SahBIgRcBr8LIM3a58,Riverbend,lodging|point_of_interest|establishment,5.0,43.7288849,-87.79058549999999,"1161 Lower Falls Road, Kohler",,,,completed,,0,5,false,,AeeoHcIbCy6u_UQivy7voKu1df48caLAeEM0sY6m9t1BeWDFoYNTqYEQZFQIpnu1XtlKUtjj8o3_XSkopwqdlN8aTem2lIHEbktmFZEUKNOY6Xg-q9B-qRJ3qyHZBBR1_ZlF0pL99dsQwWvWQxYDIymkQmpPOuYTb5lDXBkc4gaAR-s5VccAQFnDnrP7TL87hl_rUfjfivyPENw-nYvAbzZ10r90DMXY38Iq_Lo4eqfkVK6sHLVVakgS0UYJzTw6HR_2FsManlFF56-akr0EHUKr2MiZz2cJajWSmlTDA6tqFjXEEQ8PK8muXSV2kvHprTTpnn6FjFUMjjdFu4vkoLrGOYXdheqQEOIQpFla5qabsuNXjkdua7EDgio909igSqt8H4hFEElJHPsEjcAm78LCvae5rxSegw4TRIGG5CxDRXgAA6EzMrLXR3i9rOz8vZPMw07BGrRd2SrahmdH3gJpR4A_HG5c0IAM8uNHrUwHKlVoxWY3o2LFMX_4ZIWxb0IilL1yqBBjTwOn7seICbSVeO6bHa8FS9HBHHN3BevzPNyb17H00xsu_Saru5lVsE5XtA3JqT5nekbmt1DFNCIYDG6cCcRDQcJlA6w3PbVxnjWgxGGzJ2MF0retEajg3ife
17,ChIJcXjb7g16_ogRMYDU-y5g9IA,French Quarter Inn,lodging|point_of_interest|establishment,4.9,32.7804295,-79.92922879999999,"166 Church Street, Charleston",,,,completed,,0,4,false,,AeeoHcKJ8cYsbcc-3JeDc5_egrY4mAi3vJxI0bohV3iwKIBj74FmLCYhsH6zubMaLhtmNc1sX_1OcTOjwnYdsMenSokSOkA8URFSa_dkCvc9-Sr6lt-n2_OIfPW6bAgT_SOt6t9e8P_KqxpcuhejPgNu6LdHt5DgtRuuwQ1uV-9lU7qlkymtO04r9EhNHud2ahPrPWkxPIxiNUMUuKr2Tx4F8sRDO1oWAwokqzWM7C1KSSMIqT9TA1AEWxeoHjNVxyKloXgoRwQKG_iOkJcecCGxeYJBEmXPfZMipM7BWCvQ_RcI9a4ZBLSZwXQyr6zcwI9GlW7Y9oRzr7M
19,ChIJQSLQ-xB6_ogRNf0_5P9nJt0,John Rutledge House Inn,lodging|point_of_interest|establishment,4.8,32.77642240000001,-79.93361159999999,"116 Broad Street, Charleston",,,,completed,,0,4,false,,AeeoHcIRkfeTorksekUZttjb848rLd0HP9Omto2DolGVndS7SR1UfynUm-2URQL-F9TDmSsJhBwLTXlacNQBhNpKClpbLKbZy-iDNouArtPha1L7d90l1_kWJpkCK2se0NYinwA48EyjrO5aEMjMnriSePGTpPHv3NNAPpcyUERXWkBTtwqcu3qb73RqOJLwIMZOevcIJMWRwYFX7VVREr62-pQuXQKTerkAg2Voif6RA5y0Tkuyky79UXVyYPZHLNUZzShv6_vIwSHPojR4UD0qZvuI-XRnxCDqEtSD1ZtdQsE7-pUhi-ytAGa6bIlIqSzqG0QcR3pxnqs
14,ChIJU6vwofhoAIkRkufeuhZFuH0,Holiday Pavilion Resort on the Boardwalk,lodging|point_of_interest|establishment,4.0,33.6947534,-78.87657709999999,"1200 North Ocean Boulevard, Myrtle Beach",,,,completed,,0,3,false,,AeeoHcK3WVUBYaVjA-5NgnDleCx5arAE2P8AoDZKQHRiy2CgnkXB-TdasStipmJ07Sm7jTjcaiGmBUoDjOlS43eyo_mzEqM4QbFZUf5DzY_EZ2Wjyj7wviB-BjXU7Ox45lGo1HZ9ECh4NPBXnOOVTdRe9VGfBCAaJFsspJ1LyZUiHgsP8tad1_BsOp_UL3ls90aHZAwo9H4jOOnFnh5ljyVKW_Kx-jJvhGMMmBhytOfTpvRbzBKakh5fQ6nZ5DnYmyqYK8h4hAIxc0qo0ci9svUU2dzNkcrZZgJQKJWFBGin9yZHSSkwtTLzejuMpOp8kutu-ZtFYRbS
15,ChIJt9HJufhoAIkRn3s2s4crJQo,Aqua Beach Inn,lodging|point_of_interest|establishment,4.0,33.695583,-78.87695389999999,"1301 Withers Drive, Myrtle Beach",,,,completed,,0,3,false,,AeeoHcL4s8mp5DQmZZiVPepsALvTUnJU-TUi6qdoEHJcZdEEhSG5UDLdSH2rXFQS3ZvEINhvKg2kelfkFMH-PtiMvBRPFt_nIVVnj5TJB-6-xjos7dCBd4JWd429cQI6AmXZyOhZ7eMjbjF-AkuHCrw_o9A-ZVy6wcdMSV6WhdInhTWwje43t51DIqd4WQRM7ul5U5IwD7o4Y8XMW7TQhnkSKMfs3zbYWX5pCRPiKgZNR6GeYXuEo8DCebwkGMl3e9sBGjwoQXYIBQMcdhh9s-huZwCysRYrm6gKwo935y2A9XuD0rnihtwG3AgHts7Xj9dH9Bgw2o91tfk
26,ChIJX-Z1XVyhBIgReB8kmtOkA-U,Red Fox Cabin,lodging|point_of_interest|establishment,4.4,43.72915369999999,-87.7955471,"1141 Lower Falls Road, Kohler",,,,completed,,0,5,false,,AeeoHcJcLv44TC_uQaF06HEkrywXtn_rH4NS8bk5JjZwTElEMvBcgbk16P2xbdj6vuYhvI1auECn0ux2Lq7xdpXPogTQkAyAkz_uostQrJUtH10ThyN-EW3WaQCNl8vVmZ_RmSja-Frx50JP4LKTsyD-xZvw4_33N5e8C4jWE-gdIUr5nWfpvtvo_r8oUDwzw9vTCwLs9eye4K4hsj4dy5K0OdV2c4u-RVr76T75C5fJbFceTF-79GZUvO_fD1uNW3HWlvBX1b2b_fDUfwh5lvtHBwKVhVobK7cvS1WeAXFxEpGj9T_QW0zzTxJ2wh5VfZVQmCc7AJVaMpg
28,ChIJw8w8h9Y35IgR0WLwejO7QbY,Ocean House,lodging|point_of_interest|establishment,4.5,30.2407929,-81.37799799999999,United States,,,,completed,,0,7,false,,AeeoHcKC9hBz4Z-b1Zdq8gjOpEvFjxp2cJmpcD5qZs5gINT71lgl3_hchcA6KyzqwSSO4f9PpwNofK-U3juK81Ty6y_eQdZ5ZHk4PD4smgfbTqH7IM6Hkg3bC_9QQtz6Ow2YMNeiq9fS4FJOKdbMwL7l4EB_RFsebtrEXMboKbM9zg-ekwEMOvk4jolDDfIeybrJB5H39uBaH8eEdJUYdvlcw9pfoeDa4lBfCOQRZkXX77lsvH1JV7wyfELDxBSYQZ2_ELWCE94bHoihHbeGUZLfb2K1rGqdeEmjUzIVSuAztBmdY-o-Xae4rmTCqPSoT6IIrfDupxuhpfIBoAr6TuBZiG7M8LcFIIdtjMJNPW0Ssa0sV1sukljbj0KOBddEpw1Gth60at84hWhkycYB_sjP7x_iHwwGfHT3_V25KldDTkgujwCj2Zr4ZX3r6e7T7W7kOwZ4g2xsC4inQuALe8eAtdl9ifawdiNy3of7dVvu7DijgMaq6NFOINjQqtlxppzVtcMdT-XjLQrzvX9qsYUE7R8WrF6CfhU5aj9evHNYRodl-7CW2Ftq7FJbzxPJ6O2bv69j2t7Tl1GEyhNGZKOQpQCnF5NvCwOC9f_jqUDlnUnmpj61JFcq_Bxk99rKZyWKythfgQ
24,ChIJbXqOEc-gBIgRt96LZ51XhFU,Inn on Woodlake,lodging|point_of_interest|establishment,4.6,43.7447719,-87.7855594,"705 Woodlake Road, Kohler",,,,completed,,0,5,false,,AeeoHcKja4rEY7x87pjt9tvtBemsKTfE_12yCHft28H2p07qHjuB8YbL3_p-1SeM7Dk1TLqWjeuNcuFvA9cizvG_TItY9jqCWrFvcRW9yRplKLqusCOT-4XQaDGePfdIp0k4mNK6Mo1Dm7NJ1fJnHDvmULp0c3IHiu9FSt3wGed3kcjiqAeFzFbHhqUplNo4u8wrJSegRMHtAfjDkUtAKg_0B3FIEDvaSntSMOhHigLg_DqiNT0vhPp-6bJ92aYA9vQ_GJsaEElAsHsEaIuqk3t6eHWcV5r3-M7iS6sL3iiGdmEX9Uik0M7QmctkFtCz9SaD4bTRWg0dmB4
33,ChIJ6YaAaoIcz4cRU2ZClvUGT0w,Cabins at Green Mountain,lodging|point_of_interest|establishment,4.6,36.6476194,-93.2921812,"3864 Green Mountain Drive, Branson",,,,completed,,0,14,false,,AeeoHcIO2hROKfDCqeK3c2B2upfmTVNeOAbKt5bNBhOLsUrmZBoVHQTpIexeVQahocggBDAoijdr8_7EIJD_ZgORkpB48AliV8DBPzh_AkFwBlLMDMKEadLnfF7SZvOW2hwg87Ij7RxoAhqHDpzE5YWn09vscFeAQOkAyOfaIWYTnn6u1JMv9heQ3GiFwT5rY5GjZiRiYcjBYOq9nh2SlKbACNiv9je5PbD9JAxNRNLqflli62teTBalyBjl8CQjh5c1JBbwfxQxH6C8_DejteV7yiF_SvEpbBKNWiU3c59ZLOl45cvFfXmKnUL6uhpW4-35GwPbcUvC8YU
27,ChIJBdBiD9U35IgRBC9qVep28MU,Ponte Vedra Inn & Club,lodging|point_of_interest|establishment,4.7,30.2419806,-81.3794333,"200 Ponte Vedra Boulevard, Ponte Vedra Beach",,,,completed,,0,7,false,,AeeoHcLcPKrnBABeDNNzJakkcpsO2nkEKGJY1uJUQ3UR0IjhkEFCCcDWSSarIMiBXFYlxRdV7EZ9-QNF629eYiTTufpl78r6Uy5JSRhr6Uo2isjzSyqR0aO_p707SuBg0zS3Vk31KDTomMhjdV5-LB8lRaA_fDmnKsTkFdIXRi8NPJb_otiBSM0BAlVmyQ2WShc0NQXeE8JTqymYFZoXfbB2RBn4qU8pCcuW38SmWsF2X3nhQKeq3MBecFQ3fdfQzUwkK57wqYH-rp5SGN7MLKpySGqdKePk9TBY1Wl_57A_xTPtA0J8DhFADKNO1A2ifNaDBLLzVegT40g
29,ChIJ965mumPf3IgRPg3z6YEg5yM,CLUBHOUSE AT STREAMSONG RED AND BLUE,lodging|point_of_interest|establishment,4.8,27.677899,-81.93245399999999,"3000 Dunes Pass, Bowling Green",,,,completed,,0,8,false,,AeeoHcJi7usJVoqw6-n1E902qBgbhSZgHecsMO2AYsIOzj4mjKTCl3XQj3RN9IXto-09N_iER1gvZYbmU-04mzowLoRU2xy4M3z7DRpi5epdbq1-LdAqvomb-XCGX7YJ36wuvoX23AsglbcBlrL22zeUNyqnpKNFgKkEauVF7r0uQPCYxqFVuQxcqCN6jqHPYg8_6gVsTd7Qr3ygaLdkWYp7Owo9oGVRZa7EXsLMrJQFKNdQ-lVqqcv4WVdA3qIK_1eIVXqsc7KWtGajFpP8XbnS_3Vsw2hS1KVRAP2zGTzQ9loO8QFMJgrbfXCt9fNCo2BU8TJjs57jmTE
30,ChIJW1k6fUvQ5IgRuOSdLEn59pg,Sea Palms Resort,lodging|restaurant|food|point_of_interest|establishment,4.4,31.1988939,-81.36683730000001,"515 North Windward Drive, St. Simons Island",,,,completed,,0,10,false,,AeeoHcKCWiTDWrjpzgWCZMu5keh2Mdpk7zY0qTTAHQwNCUl1glNzBBsgH2aW6Igo0OVWr-aS0q27ktbvFx28s9LR06a5IxcrlW-l_pFuUEI_ABnbU_6zv-P0WJDx4GHeUHo5GiGrQjjAOJFJklujtzxyjD9Z69ugwFraP1Zen8aiEx93y_Ak5hyMaBSAsyZTFoC-OUvfglGebZR4nRVNpAk24ZRkFujTD3AUKR4TE2rR6yMdOOQEw4D4jA2wqcU7iwgucjXAlKRxQdl_-rCFfuttWwmzOAE0qLDg35z6bTEcB7fp_keod5X9tpQRoioeJk174zyuv5Eb6rw
34,ChIJ59GfLicbz4cRtkV8-ccSuVs,Cabins at Grand Mountain,lodging|point_of_interest|establishment,4.5,36.6422473,-93.2727164,"245 North Wildwood Drive, Branson",,,,completed,,0,14,false,,AeeoHcLIYxmVMfqQbDDbQrql27FOEX5pn6ymKC8CUGGoyQ_i1hBS6UlKFRB9tE64TKah_tF_KqIYp37eJ_YeIkdfhuHD8jDBW0z5rU26NRijJfaR3tORgJ0YOjSz4Dahp2r_DFPHlBLPSDtEAaaOKJcXcJm8xTFwsuAQ60ktJEFo6tIS9VcE7XD7TNhk9PeikQOBN1iY5OKGCskOWmZtu8Y4FEpX__qBxFvyRQak04pdDc2h1KiNzvvuj_uWrWJmD-L3w4iQnyapXWh5S6iOS5A-RjBqpnEShdDaDvWskYm7SC-VAmM27UCJAok-OReWqyPwwsbIXYUkapI
31,ChIJTbOOtmEbz4cR7HxuMHaTtN4,HomeStay Inn,lodging|point_of_interest|establishment,5.0,36.65259299999999,-93.28123699999999,"3221 Shepherd of the Hills Expressway, Branson",,,,completed,,0,14,false,,
25,ChIJAQAAAMygBIgRA7C128LvmjQ,"Kohler, Wisconsin Resort",lodging|point_of_interest|establishment,4.6,43.74029549999999,-87.78085910000001,"419 Highland Drive, Kohler",,,,completed,,0,5,false,,AeeoHcJVzPQwCvR3YGGE42rjME0CNFjPYurtMMBxrNgtwS02uwKEqDukbkGxNGrVTSDki3InICuBalcfGLHxCbVi5BhG1v1SEN3_G-dh5-f8N-WQ9dQWX9JeLkOiykRvgg7lwa_pdDBHsDFiIzeyY_9t4QVXqBWSBPESMYlG9_mVdGULabMCaUH_j5wrypWKdvI0Yur83chEP_pIXcoWalbjQYOMOyJb9X-YO5Sn4-FVaOqqBOfnaeT-dnLmoX6COxKC64tn2dguQV9UoAxKiiQzqp_vEbLQyAs9WMmi2rl8ogCZvuzcWAC_Mn8enW7YLKtkDizGB4BQ81H9XkSyeyJX1SJ9oAQIAdLfQ6NFfiBsvZOgIVJpqLjbetzGtmuym-9-Fm_fk7oVqeFPJ4mc9ETSzNvwNvAurkDzo0kybNWyho6KczeR4lPDX66Oqs15-_3hHJFP8ztvPIDBKJMfYiIpe6TZvhEY8509wwzc1NqUpLY1JPAaT-ag-YUt-XS3vy9oEa8yYCJf4L348vtO64NvGuo2f29bfM0alckyBT6Jb7aHhoLEkOxzmTwspLi7YyXRWzJdsMTG5ddIqKFczaIkWb0fiU2ZuYQTIy6Rrdz3GI6u-MfO47osu9Y-rwLdjzxKgTIpcQ
32,ChIJm_EibJocz4cRppGGNaRbCX8,Lodge of the Ozarks,lodging|point_of_interest|establishment,4.7,36.6411986,-93.2848135,"3431 West 76 Country Boulevard, Branson",,,,completed,,0,14,false,,AeeoHcJGqhwyxgABEWut5bM65HGffDkRGFuyzJ7yL3xw2cCWyHud_UO03eXuxGwHtrB6_5_C_cZaYn4Usi4tcmqOEOytJ1SVNoeCqz32w-z-OsAkw-Xgv3DX3IReTHFmFu78YT4VOyuUs_xj089yP7L8iSoHh4H1_5P8F1xiCWj-cwUvdsgJYVzUVoSwgOhyJGVWLwwvydJ3fvL3wRQXRjIVod0BfqzkQ9efpA0mOqgUx0rsMnadKwa786w4LDgJbAzmtUesOcRNe-q4auvgQqlkXlM49XGDW17DGN0eOzK9HVd9IOyJtoHQbRWWcUr4wb88innU2lifJsE
38,ChIJuUOxIE5bE4cRHh0ihAINhrU,The Broadmoor Hotel West Tower,lodging|point_of_interest|establishment,4.8,38.789761,-104.8524548,"125 El Pomar Road, Colorado Springs",,,,completed,,0,15,false,,AeeoHcJRnuCQdDz1wbxKzJy6lGoJn4fb9Lhe6lk5Ff8QpbrWjkLxSh-AavuSj4oGIbMxsP_zVTFZxpbliNcb8ZlogoVQsC0b3qV89ZdhxFYUJxPICPFra_se42N5DZLqSXb-g4mVq9iuV9VPzqPFVao_pfe_MPHoUqHI2TZfHDNOBUcuj4UIYpbeymwkfFz3xs-AfWQt6ouhDsnkhqmhXzlSRgktZO-38n0IurARnwk_YCGj1MKXIcSpD3X0Gw7Qq4EYKdDW_4wF2zgPb9Sckhk8aZpUm9-ApkLDWqACz8YKh3O_45Ioep49ickksYFAIRTiDxqt9gmtsd6k4XJOUJfmweTNUMQ9UMLBJl-QPyqwGlSQkkJVQ67GTFQqoP_f0CkgvS1TacsQazTP1ywwjAamNTQ11SlXTbop0Ymq2uQvIjhrmCAmEVrnv0q8Gr_DIuCry6dmJelo6SYKl6-hROPf-Xf9cGASxWz0g6zbV-J-vug8UVMV1pCR3dQLcSSzkmBCpck68K4dEMd6s1SXQE5stzOynBvevAWjmatMBUFg33T0Gmp8I4LPhsnHL7F_dmQshuhgccC6mJNfD-QN7rmgstw3AA9PFGZUvxpEMl_Ifu2ssgC9w5HbMIR1t63Ea6CjjIy8FQ
