id,google_place_id,name,types,rating,latitude,longitude,formatted_address,formatted_phone_number,website,research_notes,research_status,research_last_attempted,research_attempts,location_id,is_featured,display_order,photo_reference
90,ChIJpYIgKY9ZwokRMt2wXGRZ1fg,Crosby Street Hotel,lodging|point_of_interest|establishment,4.6,40.7230126,-73.997417,"79 Crosby Street, New York",,,,completed,,0,31,false,,AeeoHcJoyTeXQDoWcPgYpP2qxZ0ew2BPrgAEbxzGYsCTKe9yy36wXKtiqx1Y-Tb9T4oOxKMsn7BSKn5wmcrKa6sXywwddMN_CYd5yMDMz__FyP5MTz7nuMU4U8RZChc3ma2FVPqy9HLe6yzIXQkIoVN60OwOZSRcbsuBB8kDENXZEYmCiUky67jvTWht7lORY3DZOxgXjXc58iklcjQ_Bnr02xAKFzHI6shmzKC9qD4XXbESYQys4Uv-A6z6aR-8dgpHY9M9Hw6x6QcgNljf5P0p6XxgFS5LRhb9UiY1rJfoXL3aBgDVMz3KGE4wZBaGZdMQ2i8LMdh3QPk
91,ChIJTWkuhfVZwokRvaommqZ2oqA,The Greenwich Hotel,spa|lodging|point_of_interest|establishment,4.6,40.71982200000001,-74.00986069999999,"377 Greenwich Street, New York",,,,completed,,0,31,false,,AeeoHcKpK3RpDBVA8e4_EoidMyXmagmon07_ljzdDvmKSyHu4Zwib_Fwq0TScnxTCAZ7YklE1GfBmtlbEIepY1I6YtPcfRIUnbLeUpZ6MbHIAA6Ka3OZlz8semSuo9uwWGRtRach-WRbr6YCKzBwge6aCJYFVkHydR_ke11rJDC2GdyxRBkPNKHZYh4kfYX6LJz6wwvW2qchxX-gG2RvoE1jAX-s1ACv41ay_ZAHToJ_tl61rJhZ7oCONVSTo3vnEROCJlIwF9F_wogxuC34W-08LJAi2CC6hw15yPMabwNmpL_UYDBlyu0uMMjewsWOdep64KUQleJDaqQ
83,ChIJLfmFaX1FwokRefN8v-XTmPw,Holiday Inn Express Building 107,lodging|point_of_interest|establishment,4.3,40.6118817,-74.0282312,"107 Schum Avenue, Brooklyn",,,,completed,,0,28,false,,AeeoHcIJ_zUVDP7KVLrCDWfyhvNE0nIJIx8JjVa5opXnbrkiy4U4QsSOpPXFyV3qnuF9SfH9mjUar74dGX6oM91bfSeJgprSdmCiSqmKjEdHwT2gtK9EBrfP--fC0PYArSb9lvx5MPq92INDJTPYOLQx5kZQ69NVCjJyrl7eVAQzPamdVAln11chhE3d03h5Lq66XFrbEeibsu_aarzvze7KQl1mo_BXkrO1KTaE5g9ecoHIoaY3k1jd312f-UpfVypR4cX59dphkDNwXET46tXMYXJM1YQUOAT0QI0PjnGZCRSCxFsFV4QtQLe0Vi3fw1LnmpYAJqKYgDA
84,ChIJzU2ChOZPwokRkIPn6ctme8E,The Bay Ridge Hotel,lodging|point_of_interest|establishment,4.2,40.61881,-74.0323824,"315 93rd Street, Brooklyn",,,,completed,,0,28,false,,AeeoHcK5j_ZPfQbaMQRYStQpsLPVfwc8WHLFmx7KbEafIftxQvUcPrLwk0diC0JzDhXioHdD_eqEBnUa6KwzatDfFRtL2udtTGaFi7J2urD9Xw1SztpFF_AREt2WTQSLs_ylQxHjVFQ3EkGyXXewHWx0kOVCJ0D0tN8YhNBQQjmhJhHyHtaFMMq_XaMYF_3bu4tMzvRsrFtW_GZhmJ0WeDLy15jJrO42zX_FR5AU652OPbIlXROv6gShbaHoPlcPsfucJDMjRZTo53Z-7xuepMw55OijDuc-e6mlIREXogtoklFPdP_wLwQHOdxxeX4wXAld8hVJaEG5IoA
96,ChIJi-l8wPfDyIARwVNphCouqZs,Palace Station Hotel and Casino,lodging|point_of_interest|establishment,4.2,36.1429464,-115.1749359,"2411 West Sahara Avenue, Las Vegas",,,,completed,,0,32,false,,AeeoHcLcClc1FrmBmPZBYjIa4cUX_xH1cTduGKZy_96feGbd1ODqgWbG_mugewq3PMwK9lhG0qp_9ak47mgWJAXUDHQeZs1-CjAE-3d3u3fBvjzO74msZ9lR3tyjwiIcxdwanCNNlH5Wl30Qt4ZiRb8GlxrTH1z2tZBosTyyA2JfNwnHa0sIHueVbbO7o1FrpLAJx9q1KTKRAapCEZ_fa_42W6psPx-7P1nFI2R0XQPW0GsOOHBOBq0wn1fHMUQcNVQAWlLPhed-lF9c0rh3P0IYDYkdZdfn7xSBWGZ_Ecdtn8SpMk1MvMXzca920xOjXgqG-Dm_js9pfek
98,ChIJVzwM4AfEyIARy8MKxRwlFG0,Palace Station,casino|lodging|point_of_interest|establishment,4.2,36.1427376,-115.1751303,"Teddy Drive, Las Vegas",,,,completed,,0,32,false,,AeeoHcJnZiLAVMVINIn4PuBMsxZo4KPYpMwFxyNHxP1XA4wJPw4pHObr5Ix8sRt2Td5NTH7BTcAAvIjRvLtSHesUzv41JzoGoVCW34qgXS5pUokG8vJDGFgZy6HU9gLC9FLmUH-FF9rEIyVJ5-BTLfObRl74oWU3ykDhXrj2AeI1J-wWmn0-Mj3JFULnCxk5SY-W0r0bQNyzSUhawSnNDo86wSCkDDJNaLIfzsBG1p56jJklOEP_lxSfNHrYLtTKUubAHJAB_ZsoKdyM96cGKLJFzIRFUSzPtoTZNcbktGpA7W__G6M1NjAKnRPhOPoArkuHt393qzNntLKX4mnjWdL-CHYV6wNkntcdSyoznphndZSIVsO7PB5vj5gkMfIOKpTGWYY-AeC9bJfyvcZrkqtsYfOr_AobEZ_6EaQbAtSLyXA0h_fxNGBy2Y-_1EifXFG4n_a24O9qwm8lllHaFB9FbsreTM4-N1IxeNPLFvn_S5HXbSL0zcB-hQPnGERzZbkVdz4jkubMZqToVZ7RVWR1THZehPAPT9dgInjVHWL475hHJgIgSXEY6VNYeT8BvseNQtEk6mh3JwvxCxv6Mas8qIy6KW0KqnxIgJAQJeOYhC0XgrFuNGr2kBKZPEMyAb6KYFP-0MY35uMCtIfpgsdL4-zzTO0
11,ChIJW1IEmYmVtlIRUHY6iolDNmM,The Point - On Gull Lake,lodging|point_of_interest|establishment,5.0,46.4228823,-94.3617357,"10408 Squaw Point Road, Brainerd",,,,completed,,0,2,false,,AeeoHcLkFhFXO2weX-dHw59yQrWwN-hJbiFw8N5TlJvEhdp1J8IngfaMHBwLC0x3tCKM8W9G9bQCEu0dzAruz9tUJZmuMBhaqDDhcQR_ojQ3DK2Nr_y7MHbVHWy-EEUtKz6gjwTkhigYh6xw7Pgypd-2l-C3ro2ov40beG8qbTwJMFJ1TBxy-5cNnO2hVlwQYAXVSYkyalohtK7Ett2emMPs0FEmcrW0SsVGXVwwumkK4z7P5mCUTxQtJuB_W6DVHK7mN9KCXLXF_YGoLQ7eeFH8IW6PD0VFwtIqYqGpoc_ktKkbVsHmJEwOlTQZd7B2_mwNh8OCHfaA
93,ChIJteYXl4pZwokRyx61ICQfyH8,The Roxy Hotel New York,lodging|point_of_interest|establishment,4.4,40.719404,-74.004902,"2 6th Avenue, New York",,,,completed,,0,31,false,,AeeoHcK9Shd7tzs3KOQlgxQd5TQ3ZFyAolaoAPZch6YSI-_7cmgLNAZA8a47kNyp3UTV3jh4KZGOO_NuHswUtZu09Z2VpjlxsuR4IroPz89PGlPnZ2AKNGAmXORam1hvDmxr4pcTEi65qYvHROtULdgphSvgkayt3gHghM557ct4JWHcBhVM5AwFF5c2KmNfUPoGisc3q4IALtaxySa3zC7aBudq70mLCdXYTFsswG6J2C2ZWAEzY1t4wOmW2RhxuTJP_xXR54DUQvNiWnzlRX5uCwPDmu10uLgyFIdeOYKB3NG2w-IMlVRBnRDHY_R3QMZMWwZaclrdSCo
94,ChIJGcnS2CZawokR2T8vG-n1_5k,Hotel Mulberry,lodging|point_of_interest|establishment,4.3,40.7153105,-73.9994984,"52 Mulberry Street, New York",,,,completed,,0,31,false,,AeeoHcJump_fWOnLTWtO-wdKjEj7TV1KwhghVOTuwmIPThm0gkJFPO9BEuxgIVXspCcKPkhnzvyq4xuxXYiaOT1MhhgI0-hNuFOlidtAzbdoAJcZnBBnxAovWJrDC1iDTlY2d6_c6Z7z5ZVfCxvAFluNExB0tNKB8_jmtt1jPOgU5P3ybmoviKDnQ6ALyGIToIpjvcUXevGxCBtmGdkX_-oFX7QRimP42xRlLj41xLJBbrW93ritZWA0AG8P9llpTTA6kNOLycHYwNEpcyb1w4aGZOd15Dd4byoKV5NyDp6FoYEQzdcoC0cbvBx1bG5MOpOzWlYR9tpNJXjXGz8io3qDCiPqK0QSSsgul6PFEUMPWrUwLo-EwcV-2IXCdy46HkOjKKnVgax8L3HT9rcJZzU59netfVbhXgYe4k46fQs8VUzOtm1gPJqqf5MQXv7AWgEpzwM8RZKbvo85Q-nZSDIMecAuJNET6VhH---C_NobnMnWtHiUEr1-709Jx-RimMjZ2iIQrCnvX_HMIFy7THuv3vX89oMAX8ndgOvJKNMnU9yOfklSLuCeco83sdPjx08-rGCXxgmVE4wJHH_JdAE78Zvzl7ambfXiIPJRf4xLm03hmExuBO-iAgh8hcvf3uQib-FHDA
99,ChIJn5VZRwDEyIAR61A5YnHCdXs,Las Vegas Meadows,rv_park|lodging|point_of_interest|establishment,4.1,36.1384933,-115.1882073,"2900 South Valley View Boulevard, Las Vegas",,,,completed,,0,32,false,,AeeoHcL3NbXlpQGzeS_eHvNSJbrhHGr7V_lB81e6Osg0qym51FA-fqsiP0fck_5OmJb4wYnEHq9LU1fb11mh_A7EokfutB2K_DnZfb3OMjD_mEwagsECachMqgnFH79r2GJwzjn6GdLWt88UdrLZcsSeehrYtZCj9ZPJS9s7wOc9sQiCa0Gu4ElTmlqH8RIPOIHdfjrtYV_235r-SBuZ4itXB0AH-np0fVGf1I-izBB2Ym28nTl_nSawrM7FsrZ5u0IYj_yC9LnxHTZLknhPDy-EYVkH0JvBng8irnEvG5QAZbh19MkNAUuuidrrQsG-iP2FghOhhp_9BPY
95,ChIJCXGjSvnDyIARBZg68EoIWNs,Desert Regional Center,lodging|point_of_interest|establishment,5.0,36.1451334,-115.1832202,"3100 West Sahara Avenue STE 204, Las Vegas",,,,completed,,0,32,false,,
16,ChIJKfJm36xpAIkRd2oL1bpvoi0,Holiday Sands North,lodging|point_of_interest|establishment,4.0,33.6868171,-78.8842662,"400 North Ocean Boulevard, Myrtle Beach",,,,completed,,0,3,false,,AeeoHcKjVobXDBuc5IkDHgMu-DvZ6LpVIwX8dconj6Mq97Fue1PRERybMvuG3h8SFsZFz-dCRNE9g7czcgU_91CqKZCMpB5Xcy8ql5KCfNLoyx7EDq-z0gTiLcClG9bpcqoHF7_0tupRvJAryxM7fbclCeDy2vXMvQRhzOJ6tp4dAYC0Vw_vraXAnEKLpMUGXc7Zu4ogXD6khZm-M36pv0Jm0B4Fpn3r6IqnnhryJ1AQpAG9BGfGgvHfjsSqnLaBmKxMMCvSlOm0MKWxPlA4zlPtrG0rRM1xsmNCdktsfwsy6ifPts2qLrvUkNtyILGaCNSlcoYswxoZYMI2iszCWJziKcsMw1qMllPOaMOJvhj9nRlDbruHiGflRk3lXi1lGyPn4JQy9Y1ibQCY3oF7VRY9jLCT8N2RIBY1uIkMb5RQ4uiWPn6sJzE6jQIi3u-9dYMPdUMujHPPkZxC9M8-iSnJMe4H3QNNXWIxVXO4DvPZs2WO3olVS-StZQSYt1GDRFLHa1zejDnocIQvCj-6iNdQDi6QF52GHeiTSfBOr6vShLB4RStaaOBGv9KqXnOVWTpCdEuyYldMLFHNVVYzQIpoz1J7hJB3xQChBoerPsHIPmxtVJwZaFh_6ergqZlZVdhazUFExzRn
97,ChIJc6YP4_jDyIARZu5yr9p7cpU,Siegel Suites Sahara,lodging|point_of_interest|establishment,4.2,36.1439811,-115.1809133,"2829 Sahara Annex Street, Las Vegas",,,,completed,,0,32,false,,AeeoHcJzVN9VhrZSwcGBPfZaFIcCDERmAmCw0LKohCxSfRDM7DDRlX0q16aDolLe334Wq4Bg-J437X4vqc9L7dd0p50dQ3D3KFovnks1IkrUS2chZfDYk2LBDlKuhQEAYexVqbC2vtlsVmP6Uqjhj9QT6FjTvMH3P29bJ29FoanDIADYNw2AEyIl3I65tL-Ya9wp_AHTJRfIDP41PzjQp88QaRQX71CSN5l-x6O5SM8ZnZY3ltg8fhaF8VCjYadxZFvKfan6uOMKVZt84-Y5eg4fvKEL5XbvwbWMQ_p3TtWXOFBmdSJQhc7JmAyVqihui9kSpfsf7tcjPjtM6YkbxxM1QYFHmk-3I95g235Cuy6TDslltGk3oe5Pe6abQx-FZzdmZ_fCl8S1Nk2h8P_O7zbBL-1-frXHMTYs_mH1ictvnUmtM3_WK0ApyS-n-nVj66bdjARDyv9iUKNCJ7hnNsLkecMO6PI0KmGQjgu8BpSgRIl1NtRESusGNPFHuKL-TcYOALLp6MnGR5xYimInj1x21jYddHWvfY79hW1N-2yVrE1MLMvjemipSWSgcUrIXjmvI5JEzpXpX8I3iKs4LSC9szKh5bJmBOK471dxNT4SkXirflQLXNy0nW7rRTOMi3oN
69,ChIJcZpQGahU2YARuci3H_Y1U_8,The Westin San Diego Gaslamp Quarter,lodging|point_of_interest|establishment,4.4,32.71458139999999,-117.1631935,"910 Broadway Circle, San Diego",,,,completed,,0,24,false,,AeeoHcL8hiT9v2zASIrXzxOJyKCdaXG0ulb1vWir_sWErd51zNlqh7Zxb2anDtnB4tEypmYHKJP00u_8rDlzLzjI5IPoDH4Tu5s3x3ecnz5CLYWGADWKvV3xW3x7gtpRVIybBUzXx--bkRJAJQHiSlF4nLWiCXcrz-WF1twrG8w9Dn5YGSIfDOTRp-4OnW_gW0dXq3zBRzsDCt6dPZPhM6JNO_CAbgy6PjRQw69t1SJIBLqlqWuRQRUmXRazxxoZX8-r6fiT6jbVs5q5dHKnsxSCWxTn3zNGIWFC1I91eEMVLkFN8drW0S_iGoQtwtSVYYGED_PlRu7jhy0
35,ChIJyRSw04Icz4cROAk74IW9vGw,"French Quarter, Spinnaker Resorts",lodging|point_of_interest|establishment,4.3,36.64819689999999,-93.290689,"3706 West 76 Country Boulevard, Branson",,,,completed,,0,14,false,,AeeoHcLr4YwvZewzY1Qu2KA4Ut4XpAXMAp2XWozCL1UOWuT23OD7aLgoAOpYit-3cF40kxhecyg6ptrWwOLoAiuJcRmYYJsPLLWHgstv6yKMledbroDyOaONh8zGZoDFEp1QKD77hNks2bYP9GdV3omSHIas3XavbYpcJm49xaq95IDGfU8SJcz5lRasenWRx4mjOhQGEClcjnXn0IEckPrvmQKk8lYwUc_gc-KTied8anBK2WrQZCaXyNuFiLtGLIZw5yULVees7Js8FDGCk4hYgCO_KnZEsmiAPBom3HZMY-ax2mIG3j-vk43rUWFvpgMJhj2L32wq_L8
36,ChIJDQVuRgBbE4cRgCw0rrFwT3E,Broadmoor Hotel (West),lodging|point_of_interest|establishment,5.0,38.79074689999999,-104.8527218,"75 El Pomar Road, Colorado Springs",,,,completed,,0,15,false,,AeeoHcLgKzX4_i_GGG0NNbsPYm_PlMksMQop15RMDv2LQVfFDUcLnBScEeYOCabyor9d5sVr2OMWVwpjgFyv5Wq-yVIrKmrQWqXQzKjth8AXvxP9QJLCEVb1cwUGAwJss1aMzkpFvm-_lAPquVtZwPKydQ1JwPtuC7GcOCx7AZvfNpjBBfKTh6VVdhosvdQCMAS9vIvbVUMNvbxInauNqpMfKfPJnEd9c-Tk3LyCzQnYqmG25b4CCZ-GuHS21thPqY0orzgblNAOaWOLgMvguFa7i2NQfvTZ4dnMj5I-c10AtyC7G0Bb0MNhrXTz_A07hnWDGs3vyj_jtb7EhkYCUz712Pcdx2bu8Hw2Qy2ouv8g4EzyCt31w3uo00YwUgU8wWDsxiyaWGZSUSNvYU6gWM6p4K2viF9iMYyF_TnRu1Wdt50JYCE2n7L9YQ460btC-5wwtZZcd-BRN46tmEIu2CDDpIWT-5t-YQQcFWjf3rhh3r-t7RfTnoNYZhAzS1pQFngFn1WdEHlDSGmB8PeBV73ngLveyb9Z7J5iOHO5zL93bGlow2qA2n6SqNY3EDwPPJsRX8eFnki_mZaz6UTwliQxmg0_XQT2MMKePPJd29FiJ7fzjiBiRYuiIU5OLiKIb5eCHgGkIw
57,ChIJ4ycPv64b24ARTH74wfDOvBo,Palm Springs Tennis Club,lodging|point_of_interest|establishment,4.6,33.8200193,-116.5539265,"701 West Baristo Road, Palm Springs",,,,completed,,0,21,false,,AeeoHcIHnp996LWD_UM9Yb9bk_2c9qcbnM6pr4pwzCVP_S6D75_40JdA6eO04EJnLMiO8m4BNDjM5Rk_NaIZLIhlOa7RKspffdgCkWLR-yb-lddk0njmcGE5qLYAwytEmnJLkzgFbiZCmBOP5JfM1Xyldn82gorrYstnAblno88lkDrlQSyR1RNOv0ZjvN1txlE7Z696xmyg0mjSGQnqPjInE-FUHiokDgprJF-ySEgnThgm7WusqkUp_Kn-allkMpcyb1UWWEWmaxGH6QaErcJmUemB3tRPzjTiK5Dkwh10O4W4R1tlifVgq9oasBOS67NML3Y266PXSeE
60,ChIJUSirhwJ754gR_XutGsASMvA,GLOBAL ALLIANCE COMMERCIAL @ EXP COMMERCIAL,real_estate_agency|storage|lodging|finance|restaurant|food|point_of_interest|establishment,5.0,28.5382119,-81.37552099999999,"401 South Rosalind Avenue, Orlando",,,,completed,,0,23,false,,AeeoHcLTy3tB9KGXll6NHfb2XFYMttLJQzqDEhdVIW-KTxlnh3tu5fC_ZD3JrUc194tBXC26ImCyElWEv7pFueg9xLkuQ283FSodXJkX74JSxGUBULh8A5nEQ8OxHLE9n1oahMbgyAaTv58I1C-SiGSpMSpqoIran08e4XaqKDq1pea7CbSbEBu-R99w1Y93-SEukpN1gOHQDxESyPqciW7XySO7e-c7LTHmcAt7LAPvl_mQ2pnLgofD7OjhVnooDG_N3O7Qo9d9rzmrwkOeRbJgK643MpDkO0B5vNDm5SpAl3I1tv20q6vSov5gucnpHqlScnpYcSj3idU
74,ChIJw7r2c6Hh2ogRpPm5_grfKTE,White Sands Resort Club,lodging|point_of_interest|establishment,4.7,26.1434127,-81.8036975,"260 3rd Street South, Naples",,,,completed,,0,25,false,,AeeoHcIm9OqRkLBnMgpX3scvDZK2Fbd6TJJJUaWQ2O870fELc5Qug1-OeAIzYwN4cy15gPbe-FRcSveLIGnQRPVYpnyZ0eMD1JWmRYCJByfwtY3quXm5rjPjZ3H5W_dOAjV0G3niVUGzghFiR_r-9-w-ooEV4Bc8zsVRMy8zZS3wB5uUB4-OPEV6IdMH3nzGkjZSot9xMwBixqB5OKPehpkq3km9iYxi2bGMUivljerd5ghQYXeSr2rEczv2Xc8uu_0qEhV27NSVCX3rbQ3pXpbPdhhjmINlSrEqTo4VIwk8tVmmAcvH6PwYQ3gS_N4cTk9hSEFVaz-ab5Ips_UCxixAQ_LK4FBJWIuppaRypBCmNhq3FANnki404baVqrx7Lx6ANOihClNHH75tMikUQyeEyLjOPtwlF4IQUugXsUx1rxcQX3GbS62Kx_DLnI6ozgir6XN8mciTWOSb9w1na7mgRJR8iTnLFlBKXU6u1uzBzB9Qhp12sYcQ5G1BqEp3wUvCISdgN17jMEXHS0VoqhX032o8dUGzgGxpcQOh48gG19YDnHdqZLD3dmk6rpKNZO1MaFCh3aYPCzle9bNlYpQhb2TX6TbZb9_8yXbYKz2dgg_47BAUZohYjKrEdc2YS2nFJnhJly9Y
23,ChIJKQ907s2gBIgRhcuNHgkT5Yg,The American Club,spa|bar|lodging|point_of_interest|establishment,4.7,43.7399595,-87.7810471,"419 Highland Drive, Kohler",,,,completed,,0,5,false,,AeeoHcKcJ_R0n8Xr-qaYOGiSp39fk0SqYhUA-S_jVAIYKEw5lRMdkWN3vV1L1xF4KRtL2Sa-2VxbNtMTyOLcEKsiq8p9w8PEueYZQhCIWQUaaNbtor23lkrmZ_T8s1iF9MiUCtE_bXIUuoJ27tX_3N0cGzFRR3GhtUwaqKutGIKGdQiCdrjVj9Lm2VDdj2KYLiiVVje1HEMmaeJvupJP_aYTmjqwuuNz9QcQkhBq9ZLZalQWuhpBUHWrhXI2X7odWLYxXtCIawQdb8wv0Vty1vvodctvKfJydRNcfPO-_ybVo_54WHIQL_fIjxIuX85DILdV6vD6rE1uh4E_3fQ7E_O6ZI8ok1fljqzqccE2p4vdvhF_Z1ylPKXzjAj3ZZ7-1HjWJMWwGpG8AQEmInGLJZtK80S4dehR86U9JSnkJFEpwRv09rrV49Z-xptgLPYBzKYaKRTHPNVO_OQXdZ8xZrRl2j5cv9IgU62Kv9UpAD6Kf1mIqftMcO9T97-QjndhJXBsx8GBEGDkY3Fm2cPc1O1dFoWAS1lsZtigYTwFA9Ada9E8I68NQTLJyJz71aZb3xKOWVAPgKBmya4_mfX0p8vqSv5beAVjDlW1j1Z0xOjbvbp53myiGPV0zi4ZsXs8NH-HgUIXHg
87,ChIJyzx2_5035IgRs5zWiThg4H8,Sawgrass Village,lodging|point_of_interest|establishment,4.7,30.1998912,-81.3827803,Ponte Vedra Beach,,,,completed,,0,29,false,,AeeoHcI2oyBVl6u64pVImXVuq0xicZTq-8nJYWxHIgO-wLopWWr0DA-y2z7rKlcyvIZ8AFx_EkvmceZqF9Ynp078AmHQBhqOr31lSu8hMjpZKhLytP1NFgaHkdzDfQ8I2ksstF1yD1X18Lsx4eJASHwGmfG4LZxwz_1UrC7GSpRWuxoJxTuaZUuDPDvs5OJsDoVnrIQ1nTPPVXwcUULv3stWT42yekHR-YWMj3X3ZxdJxc_AHK2i_h6-SmaAUVrtkmshQVFQQWhcxFTNg4a5OwmXoRv11nhF2dW3-1gwj4-XQZOTTby2UbS4DLiX64D2guqpnFK4LL98BwT_F3BICsFPMrhOQ22O5rRJJqz1NnfyJ0IWPYML6jQNDfL2Ig51vc9zee-QQ_pBh54LdA7BQpJwpCMScIl34tHQA1xcgnZ9Ra3ZUxwY73oekb302jdLte9UPANlBcWK5N3Mtx42VNqsu63blCHRq1PF_bZ6t9I4h3VZZEO2v1UdOa4eQO09ySs6EsQA1S-rGQABL4E0eOQdCR8XB7OXajaKvoNGhwnnUinSo5EWdFuGIVZ0aTLMFNh8i8hhd33rfMMgBQ6vXuCFsHEfuWUShkTucbTHprwoEG1Ot06StPI8PrtxaV6WgZk6Pn4-yw
39,ChIJK_U5DQBbE4cRRjJrOCeHjzg,Top of the Escalators,lodging|point_of_interest|establishment,4.8,38.7910653,-104.8506855,"1 Lake Circle, Colorado Springs",,,,completed,,0,15,false,,AeeoHcJiHX4kjMkSI5k_r1qNiWUf1c2v7akmboP0v-cAXTW0cfZNzC4mWIHsZqoLjjXvrNtDYnDK61D3s1absdU6fUA-EWdrtu4n7hO1ulzTtmWZGe93Lcm7uvT4xvVztGUGb_TVelvuNM2ft4gil8PmsDfNx3wp5MmLz8SgtdX_REU3y_QfvzSNkcptwXpe4Wn9ENyuTXFL336eHkwxTq2jcVvwdXQInN_RO3JiZK_3g8Tos4gFXxXNIYiIiZYUZq3kM8VCZZ6sSQZ-LezdkzCtasmqtb9i0jMEO882eXGDOWdC6wZvT6Sn6-kdUYO0_XABE7FlIGA59sF8a6WLn7-h1yshVP1C2hiE7dkDsjFIiAeWmli8iPXcgq24gLDyYmtx2yHA3IfbkLdH3plaXV5ibv9na0bnGquT6YAK_akhbzvG8In1ZW5YHSmzFP88xlM76WMDTHhjTencBjQANAgBQfVL9rrGnXdoFKWfUUp6YIB0kQkma6R8MtuLiS0sW2WHsPQyeWSL-xqBrMASvMPoNDfEl86Fo7TRIS5_2c914gQMGcI6o3um2xaIO4oqgR_pnze9iRQzbEPG4bFedTh3se4_2jMzBNBHK6uu5Cx78HoPH9C_B9Wfc0wxz4bQb4iWgfvnHM-y
85,ChIJ2ZfYRwA35IgRn8LkqxkHOmU,Sips of Sawgrass,lodging|point_of_interest|establishment,5.0,30.2022773,-81.3854127,"1000 Tournament Players Club Boulevard, Ponte Vedra Beach",,,,completed,,0,29,false,,AeeoHcKABIVqrK9r7c7kbD30nrSF9Ne58fhl4haRxnjYp35oq36kCTLsAQ3G-U-nxEUj5YVLiM_J9YdW3txKn2F9TEOkbFVGEqrBx3EVx1CQhCAJ1PyIhs6jShmvICULupB1lDgwE1e2d9YF7LCWdxBOi054fJhhOuWb84oXJieiUQc3FhafdRSkh0ayFQHpnUQpHaR_QMpKYtsw1I_d7ha0sWA6fwSn5Douno2R36Q8e2XWbFzsnXzyN18mkZ0gg2z3hBXQQPs98FxQbI3K80Iy90G7opw69cHw_CcxTiVDmd91IiqStqcDGpcB2AFC8rZl1WKU2-n8CMMi8uJA8lLEnDLdRD72SvdOZo2pIA5TD2COspJe8n4J8Vp-pTB3Xspf3PP99Ul4v_np1YB1U4azitv7wpxs2Vb83q7TILC7d5SGHWQu7vml2G1b8X8Ibg3YajIz3rGC9z1p5WVGGMjU3z1ttIyJP9X_OkucXC0Bo_vmSjE0NPywQapT4uLlS6Pcy-iA-jpIKoSWDqEZmazmvwDxCZ-X_Z4rzsO3mpkWpGqO1lskB9kahuyZQ94jT0URfkvt38VN0P-pXodcZlasak93HTFYwewkJCEMyuQCkY0HBSmSjLgH1LiJxlFdYB107OcvS7zk
92,ChIJzyx3-o5ZwokR9DTHgZ521n8,Hotel (The Mercer),lodging|point_of_interest|establishment,4.4,40.7249351,-73.99851509999999,"147 Mercer Street, New York",,,,completed,,0,31,false,,AeeoHcKt1C8R-6ds79EwWANvIzoVAJLpbuhg1rmnM1axpjDj7aFTaocT4qoVk1WOJqcxc2jlMh-DGIJxPgCMqMLfE7INMoUEyBs13kpVMmXbaWWq0NARcFJw6kuejIP7NOWczj6CqVXIfqKwXmpPhXslGdJ1111EgGY1hQ2SYyvXWokG7f4Lph88X76OKMU7T8Ua6eaCZxYk4E43mxTP95gINZNUzd0u_oyCQS0gjHRzVLcMIdn79EwR7oZUIPPq1G2ccBFD-MLWNkB_LlfTZkv3kFYhie4OGts0iDKMw25tWQGNg354pLQOOycjzmfgS-kN3BY2uBgRAB2PYkIubM5ZhTts09vXat8c8HGBt8gqCQHmycuTRw_hqKV1Snv-G17OW0LGbDAWJiTo-JMuAdIVkRmPWuTMyzDLSTQI7npbSsuCm9jXoiYLEicUCuNBKWVvIn6DYpIWtwUloeSFONvzMDNl2F3ol-qixPgwR9tbTKZwvDt1Y0lRNmB882wc5JnjApGtSBdoWrawEEaeS2ESQb9CbBrADxvLi3Apw5Y1MNJiv9j7oErwq-WCOJDR4P2Z71nBPJcA8cJnt_lSRL3KJIaf5ngvSvAs8Cj2avabwYtttHr2RwXrq4pJkBHguyiJ56rc--yS
46,ChIJJ5iab_6zVIgRPBdQ2_c5lPU,The Care Cottage,lodging|point_of_interest|establishment,5.0,35.19813060000001,-79.4683568,"55 Community Road, Pinehurst",,,,completed,,0,19,false,,AeeoHcJ6KaKdTa-bcxezusGBEtDUGHIL5N4LDn_3qAuy4pQZiIHFzbZxYxl8xjMPe6S4NcExJ6-Y4okd2qpOZ7If37363BXpgSr66FMp-r6EhVm-uafGdhbERK8wec1BYlHog8X_sgsUQgoc9XvV-N5JnsIfWlVa1Vum5ErlZp9MnLvcFMtwbptrnX2bJib9-9wZ-OzwUOWYQB9-eRjNzrBgw_UPreMzX0Rb-g4p5kLp5C3Bh3xlRk7KAm-U41lhsmcaQEHAUYCIylZ9C9zu1DbiWyixlZ2p51D882UJoRSn-8PDLc0vH5pn5aJQSIqUZXIYtpS1Cdw_jAn0aGY_toEYoZ8AyOS2Wv6aVPIS0vMs9nTpyy1U7QgqBZ51Q3yViG7gjNb5nQZ_dey3Ik6hSh3-wpzYv6pphu0Ebba3ibUYXU1mu5VQdHd4phVB9obMYdMJGeXsbRDDzGNBMfrsvG3CDiiEH5Fd0UqwoXg_QLtZPsbLIIY1APJ6GT-Xm_liXH2_9goRVhNCcdJsHdE2RyJWJiHqtIhk76hm09NPTTwOgSOM0XuAijRml6t2CcXHRjlp8ATUBB-BTwwAnIq1N2wOesuBOb3trhapk_skcoynXvjfnnFZHQjsvsrA0r06bFAaC0XHFrBy
